0.00600857 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00605194 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00612086 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00618845 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00625472 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.0063197 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00638343 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00644591 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00650718 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00656726 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00662618 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00668395 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.0067406 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00679615 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00685062 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00690403 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.0069564 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00700776 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00705812 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.0071075 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00715593 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00720341 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00724997 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00729563 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.0073404 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.0073843 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00742735 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00746956 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00751095 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00755154 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00759134 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00763037 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00766863 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00770616 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00774296 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00777904 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00781442 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00784912 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00788314 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.0079165 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00794921 	7.18506 	144.4 	144.4 	21.9139 	0.000511309
0.00798129 	7.18505 	144.4 	144.4 	21.9139 	0.000511309
0.00801274 	7.18503 	144.401 	144.4 	21.9141 	0.00051131
0.00804359 	7.18496 	144.404 	144.4 	21.9145 	0.00051131
0.00807383 	7.18474 	144.412 	144.4 	21.9158 	0.000511312
0.00810349 	7.18411 	144.435 	144.401 	21.9194 	0.000511316
0.00813257 	7.18228 	144.501 	144.405 	21.9301 	0.000511328
0.00816109 	7.17703 	144.693 	144.422 	21.9607 	0.000511363
0.00818905 	7.16239 	145.231 	144.491 	22.0466 	0.00051146
0.00821647 	7.12276 	146.712 	144.763 	22.283 	0.000511724
0.00824336 	7.02146 	150.647 	145.686 	22.9123 	0.000512414
0.00826972 	6.7885 	160.499 	148.103 	24.4971 	0.000514134
0.00829558 	6.33849 	182.817 	152.678 	28.1377 	0.000518078
0.00832093 	5.64717 	226.638 	159.087 	35.4831 	0.000526109
0.00834579 	4.81206 	299.494 	166.239 	48.2753 	0.000540377
