0.00600857 	1760 	-2.31353e-07 	5.77907e-13
0.00605194 	1760 	-2.31353e-07 	5.91563e-13
0.00612086 	1760 	-2.31353e-07 	6.03805e-13
0.00618845 	1760 	-2.31353e-07 	6.04427e-13
0.00625472 	1760 	-2.31353e-07 	6.04945e-13
0.0063197 	1760 	-2.31353e-07 	6.05503e-13
0.00638343 	1760 	-2.31354e-07 	6.062e-13
0.00644591 	1760 	-2.31354e-07 	6.06869e-13
0.00650718 	1760 	-2.31354e-07 	6.07364e-13
0.00656726 	1760 	-2.31354e-07 	6.08007e-13
0.00662618 	1760 	-2.31354e-07 	6.08412e-13
0.00668395 	1760 	-2.31354e-07 	6.08804e-13
0.0067406 	1760 	-2.31354e-07 	6.09358e-13
0.00679615 	1760 	-2.31354e-07 	6.101e-13
0.00685062 	1760 	-2.31354e-07 	6.1047e-13
0.00690403 	1760 	-2.31354e-07 	6.1082e-13
0.0069564 	1760 	-2.31354e-07 	6.11237e-13
0.00700776 	1760 	-2.31355e-07 	6.11873e-13
0.00705812 	1760 	-2.31355e-07 	6.12296e-13
0.0071075 	1760 	-2.31355e-07 	6.12429e-13
0.00715593 	1760 	-2.31355e-07 	6.12919e-13
0.00720341 	1760 	-2.31355e-07 	6.13236e-13
0.00724997 	1760 	-2.31355e-07 	6.13759e-13
0.00729563 	1760 	-2.31355e-07 	6.14207e-13
0.0073404 	1760 	-2.31355e-07 	6.1432e-13
0.0073843 	1760 	-2.31355e-07 	6.14598e-13
0.00742735 	1760 	-2.31355e-07 	6.15267e-13
0.00746956 	1760 	-2.31355e-07 	6.15492e-13
0.00751095 	1760 	-2.31355e-07 	6.15633e-13
0.00755154 	1760 	-2.31355e-07 	6.15888e-13
0.00759134 	1760 	-2.31355e-07 	6.16328e-13
0.00763037 	1760 	-2.31355e-07 	6.17083e-13
0.00766863 	1760 	-2.31355e-07 	6.17225e-13
0.00770616 	1760 	-2.31355e-07 	6.17419e-13
0.00774296 	1760 	-2.31355e-07 	6.17714e-13
0.00777904 	1760 	-2.31355e-07 	6.17939e-13
0.00781442 	1760 	-2.31355e-07 	6.18205e-13
0.00784912 	1760 	-2.31354e-07 	6.17986e-13
0.00788314 	1760 	-2.31351e-07 	6.16286e-13
0.0079165 	1760 	-2.31341e-07 	6.10275e-13
0.00794921 	1760 	-2.31308e-07 	5.91242e-13
0.00798129 	1760 	-2.31205e-07 	5.32347e-13
0.00801274 	1760 	-2.30882e-07 	3.54177e-13
0.00804359 	1760 	-2.29893e-07 	-1.7455e-13
0.00807383 	1759.99 	-2.26912e-07 	-1.71705e-12
0.00810349 	1759.97 	-2.18079e-07 	-6.13876e-12
0.00813257 	1759.93 	-1.92346e-07 	-1.85911e-11
0.00816109 	1759.81 	-1.18691e-07 	-5.3028e-11
0.00818905 	1759.48 	8.83285e-08 	-1.46397e-10
0.00821647 	1758.57 	6.59068e-07 	-3.93739e-10
0.00824336 	1756.19 	2.1986e-06 	-1.02833e-09
0.00826972 	1750.31 	6.22912e-06 	-2.57013e-09
0.00829558 	1736.99 	1.62116e-05 	-5.961e-09
0.00832093 	1710.58 	3.83185e-05 	-1.23642e-08
0.00834579 	1665.69 	7.94104e-05 	-2.25068e-08
0.00837016 	1599.91 	0.000142588 	-3.62531e-08
0.00839406 	1514.45 	0.000226382 	-5.28909e-08
0.0084175 	1412.52 	0.000327509 	-7.16049e-08
0.00844049 	1313.28 	0.813061 	0.0175111
0.00846302 	1189.43 	1.05353 	0.0228353
0.00848512 	1058.57 	1.31042 	0.0285374
0.00850679 	924.139 	1.5779 	0.0344809
0.00852804 	790.383 	1.84811 	0.040493
0.00854888 	662.974 	2.11668 	0.0464348
0.00856931 	549.401 	2.36947 	0.0520503
0.00858934 	457.464 	2.57334 	0.0567123
0.00860899 	391.079 	2.71801 	0.060038
0.00862826 	347.675 	2.8123 	0.0621968
0.00864715 	320.67 	2.86785 	0.0634655
0.00866567 	303.547 	2.89829 	0.0641297
0.00868383 	291.783 	2.91353 	0.0644426
0.00870164 	282.767 	2.91956 	0.064558
0.00871911 	275.14 	2.92028 	0.064563
0.00873624 	268.231 	2.91804 	0.0645075
0.00875303 	258.53 	4.75287 	1.58113e-11
0.0087695 	252.356 	4.74459 	1.5197e-11
0.00878564 	246.331 	4.73581 	1.47114e-11
0.00880148 	240.434 	4.72672 	1.41913e-11
0.008817 	234.655 	4.71744 	1.35938e-11
0.00883223 	228.983 	4.70802 	1.31247e-11
0.00884716 	223.412 	4.69847 	1.27219e-11
0.0088618 	217.939 	4.68882 	1.23747e-11
0.00887615 	212.559 	4.67904 	1.19912e-11
0.00889023 	207.27 	4.66909 	1.16194e-11
0.00890403 	202.068 	4.65895 	1.12715e-11
0.00891757 	196.951 	4.64861 	1.09822e-11
0.00893084 	191.915 	4.63802 	1.05621e-11
0.00894385 	186.958 	4.62716 	1.02247e-11
0.00895661 	182.079 	4.61598 	9.92904e-12
0.00896913 	177.276 	4.60443 	9.63803e-12
0.0089814 	172.548 	4.59245 	9.349e-12
0.00899343 	167.892 	4.58004 	9.04971e-12
